timestamp,datetime,omnis_ai,hodl_50_50,pure_btc,charm_alpha,steer_classic,btc_price
1753640702,2025-07-28 02:25:02,9187.49,9966.89,9933.79,9183.56,7208.86,118996.26
1753650702,2025-07-28 05:11:42,9187.5,9961.62,9923.25,9176.85,7181.16,118870.01
1753655702,2025-07-28 06:35:02,9187.6,9980.12,9960.24,9173.5,7167.35,119313.16
1753665702,2025-07-28 09:21:42,9187.58,9970.16,9940.33,9166.82,7139.8,119074.62
1753670702,2025-07-28 10:45:02,9187.61,9983.64,9967.28,9163.49,7126.07,119397.45
1753675702,2025-07-28 12:08:22,9187.58,9979.11,9958.22,9160.17,7112.37,119288.98
1753685702,2025-07-28 14:55:02,9187.57,9962.76,9925.53,9153.54,7085.03,118897.34
1753690702,2025-07-28 16:18:22,9187.52,9970.07,9940.14,9150.23,7071.41,119072.33
1753695702,2025-07-28 17:41:42,9187.5,9961.3,9922.6,9146.93,7057.81,118862.27
1753700702,2025-07-28 19:05:02,9187.4,9957.78,9915.55,9143.63,7044.23,118777.84
1753705702,2025-07-28 20:28:22,9187.51,9959.72,9919.45,9140.34,7030.69,118824.47
1753710702,2025-07-28 21:51:42,9187.43,9928.8,9857.6,9137.06,7017.16,118083.59
1753710702,2025-07-28 21:51:42,9187.42,9928.8,9857.6,9137.06,7017.16,118083.59
1753710702,2025-07-28 21:51:42,9187.41,9928.8,9857.6,9137.06,7017.16,118083.59
1753715702,2025-07-28 23:15:02,9187.66,9930.07,9860.14,9133.77,7003.67,118114.1
1753715702,2025-07-28 23:15:02,9188.22,9930.07,9860.14,9133.77,7003.67,118114.1
1753720702,2025-07-29 00:38:22,9188.44,9913.93,9827.86,9130.5,6990.2,117727.42
1753720702,2025-07-29 00:38:22,9188.85,9913.93,9827.86,9130.5,6990.2,117727.42
1753725702,2025-07-29 02:01:42,9190.93,9914.83,9829.65,9127.23,6976.75,117748.87
1753730702,2025-07-29 03:25:02,9194.36,9924.6,9849.19,9123.97,6963.34,117982.95
1753730702,2025-07-29 03:25:02,9196.45,9924.6,9849.19,9123.97,6963.34,117982.95
1753735702,2025-07-29 04:48:22,9198.92,9928.36,9856.72,9120.71,6949.94,118073.13
1753740702,2025-07-29 06:11:42,9202.68,9923.16,9846.32,9117.45,6936.58,117948.5
1753745702,2025-07-29 07:35:02,9205.41,9930.72,9861.45,9114.2,6923.23,118129.72
1753750702,2025-07-29 08:58:22,9205.94,9929.55,9859.1,9110.96,6909.92,118101.58
1753755702,2025-07-29 10:21:42,9209.88,9922.3,9844.59,9107.72,6896.63,117927.81
1753755702,2025-07-29 10:21:42,9212.4,9922.3,9844.59,9107.72,6896.63,117927.81
1753760702,2025-07-29 11:45:02,9214.04,9938.24,9876.48,9104.49,6883.37,118309.76
1753760702,2025-07-29 11:45:02,9214.58,9938.24,9876.48,9104.49,6883.37,118309.76
1753770702,2025-07-29 14:31:42,9214.71,9954.32,9908.63,9098.03,6856.91,118694.96
1753775702,2025-07-29 15:55:02,9214.83,9962.97,9925.93,9094.82,6843.73,118902.17
1753780702,2025-07-29 17:18:22,9214.82,9959.65,9919.31,9091.6,6830.56,118822.8
1753785702,2025-07-29 18:41:42,9214.68,9942.88,9885.76,9088.39,6817.43,118420.97
1753790702,2025-07-29 20:05:02,9214.71,9956.32,9912.64,9085.19,6804.31,118743.0
1753795702,2025-07-29 21:28:22,9214.79,9930.65,9861.3,9081.99,6791.23,118127.95
1753800702,2025-07-29 22:51:42,9214.83,9932.93,9865.86,9078.79,6778.17,118182.6
1753800702,2025-07-29 22:51:42,9016.65,9932.93,9865.86,9078.79,6778.17,118182.6
1753805702,2025-07-30 00:15:02,8928.19,9920.08,9840.17,9075.6,6765.13,117874.79
1753805702,2025-07-30 00:15:02,8921.64,9920.08,9840.17,9075.6,6765.13,117874.79
1753810702,2025-07-30 01:38:22,8928.34,9917.09,9834.17,9072.42,6752.12,117802.98
1753815702,2025-07-30 03:01:42,8923.18,9910.67,9821.33,9069.24,6739.13,117649.16
1753820702,2025-07-30 04:25:02,8916.55,9902.46,9804.93,9066.06,6726.17,117452.68
1753830702,2025-07-30 07:11:42,8928.48,9917.19,9834.38,9059.73,6700.32,117805.44
1753835702,2025-07-30 08:35:02,8923.96,9914.12,9828.24,9056.56,6687.44,117731.95
1753840702,2025-07-30 09:58:22,8936.72,9923.74,9847.49,9053.41,6674.57,117962.48
1753845702,2025-07-30 11:21:42,8943.8,9933.52,9867.04,9050.25,6661.74,118196.74
1753850702,2025-07-30 12:45:02,8945.4,9921.78,9843.56,9047.1,6648.92,117915.48
1753855702,2025-07-30 14:08:22,8952.82,9936.02,9872.05,9043.96,6636.14,118256.7
1753865702,2025-07-30 16:55:02,8953.11,9927.95,9855.89,9037.68,6610.64,118063.19
1753870702,2025-07-30 18:18:22,8952.33,9925.59,9851.18,9034.55,6597.92,118006.74
1753875702,2025-07-30 19:41:42,8953.49,9916.07,9832.13,9031.43,6585.23,117778.57
1753875702,2025-07-30 19:41:42,8950.58,9916.07,9832.13,9031.43,6585.23,117778.57
1753875702,2025-07-30 19:41:42,8943.1,9916.07,9832.13,9031.43,6585.23,117778.57
1753880702,2025-07-30 21:05:02,8955.12,9915.24,9830.47,9028.3,6572.57,117758.65
1753880702,2025-07-30 21:05:02,8952.73,9915.24,9830.47,9028.3,6572.57,117758.65
1753885702,2025-07-30 22:28:22,8963.55,9939.06,9878.13,9025.19,6559.92,118329.54
1753885702,2025-07-30 22:28:22,8970.27,9939.06,9878.13,9025.19,6559.92,118329.54
1753885702,2025-07-30 22:28:22,8981.94,9939.06,9878.13,9025.19,6559.92,118329.54
1753890702,2025-07-30 23:51:42,8976.06,9922.51,9845.01,9022.07,6547.31,117932.86
1753890702,2025-07-30 23:51:42,8972.83,9922.51,9845.01,9022.07,6547.31,117932.86
1753895702,2025-07-31 01:15:02,8974.51,9922.29,9844.58,9018.96,6534.72,117927.67
1753900702,2025-07-31 02:38:22,8972.72,9879.18,9758.36,9015.86,6522.15,116894.84
1753900702,2025-07-31 02:38:22,8963.29,9879.18,9758.36,9015.86,6522.15,116894.84
1753900702,2025-07-31 02:38:22,8946.83,9879.18,9758.36,9015.86,6522.15,116894.84
1753905702,2025-07-31 04:01:42,8954.25,9893.74,9787.47,9012.76,6509.6,117243.6
1753915702,2025-07-31 06:48:22,8966.12,9907.1,9814.2,9006.57,6484.59,117563.69
1753920702,2025-07-31 08:11:42,8988.88,9932.57,9865.14,9003.48,6472.12,118173.96
1753920702,2025-07-31 08:11:42,8992.25,9932.57,9865.14,9003.48,6472.12,118173.96
1753920702,2025-07-31 08:11:42,8995.06,9932.57,9865.14,9003.48,6472.12,118173.96
1753930702,2025-07-31 10:58:22,9001.34,9937.64,9875.28,8997.31,6447.24,118295.47
1753945702,2025-07-31 15:08:22,9007.08,9948.61,9897.21,8988.1,6410.12,118558.18
1753945702,2025-07-31 15:08:22,9008.89,9948.61,9897.21,8988.1,6410.12,118558.18
1753955702,2025-07-31 17:55:02,9008.57,9945.79,9891.58,8981.97,6385.48,118490.7
1753965702,2025-07-31 20:41:42,9005.12,9928.08,9856.17,8975.86,6360.94,118066.45
1753970702,2025-07-31 22:05:02,9003.32,9924.95,9849.9,8972.81,6348.71,117991.42
1753975702,2025-07-31 23:28:22,9002.12,9934.57,9869.14,8969.77,6336.5,118221.93
1753980702,2025-08-01 00:51:42,9016.08,9918.35,9836.71,8966.73,6324.31,117833.33
1753980702,2025-08-01 00:51:42,9002.06,9918.35,9836.71,8966.73,6324.31,117833.33
1753985702,2025-08-01 02:15:02,9002.93,9912.99,9825.98,8963.69,6312.15,117704.85
1753985702,2025-08-01 02:15:02,9005.14,9912.99,9825.98,8963.69,6312.15,117704.85
1753990702,2025-08-01 03:38:22,8981.09,9885.0,9770.0,8960.66,6300.01,117034.27
1754000702,2025-08-01 06:25:02,8962.97,9870.51,9741.02,8954.6,6275.8,116687.11
1754005702,2025-08-01 07:48:22,8960.25,9843.78,9687.55,8951.58,6263.73,116046.65
1754005702,2025-08-01 07:48:22,8945.49,9843.78,9687.55,8951.58,6263.73,116046.65
1754010702,2025-08-01 09:11:42,8911.62,9821.2,9642.39,8948.56,6251.68,115505.69
1754010702,2025-08-01 09:11:42,8909.23,9821.2,9642.39,8948.56,6251.68,115505.69
1754015702,2025-08-01 10:35:02,8897.53,9835.27,9670.54,8945.55,6239.66,115842.87
1754015702,2025-08-01 10:35:02,8918.08,9835.27,9670.54,8945.55,6239.66,115842.87
1754025702,2025-08-01 13:21:42,8914.22,9824.95,9649.91,8939.53,6215.68,115595.71
1754030702,2025-08-01 14:45:02,8904.74,9816.45,9632.9,8936.53,6203.73,115392.0
1754030702,2025-08-01 14:45:02,8892.79,9816.45,9632.9,8936.53,6203.73,115392.0
1754040702,2025-08-01 17:31:42,8885.8,9811.85,9623.71,8930.53,6179.89,115281.86
1754050702,2025-08-01 20:18:22,8888.63,9831.88,9663.75,8924.55,6156.14,115761.55
1754050702,2025-08-01 20:18:22,8915.41,9831.88,9663.75,8924.55,6156.14,115761.55
1754055702,2025-08-01 21:41:42,8927.68,9814.67,9629.34,8921.56,6144.3,115349.37
1754055702,2025-08-01 21:41:42,8903.63,9814.67,9629.34,8921.56,6144.3,115349.37
1754055702,2025-08-01 21:41:42,8883.38,9814.67,9629.34,8921.56,6144.3,115349.37
1754060702,2025-08-01 23:05:02,8929.61,9808.83,9617.67,8918.58,6132.48,115209.49
1754060702,2025-08-01 23:05:02,8919.67,9808.83,9617.67,8918.58,6132.48,115209.49
1754060702,2025-08-01 23:05:02,8894.45,9808.83,9617.67,8918.58,6132.48,115209.49
1754065702,2025-08-02 00:28:22,8932.96,9803.26,9606.52,8915.6,6120.69,115076.02
1754065702,2025-08-02 00:28:22,8904.41,9803.26,9606.52,8915.6,6120.69,115076.02
1754070702,2025-08-02 01:51:42,8866.83,9787.26,9574.52,8912.63,6108.91,114692.58
1754075702,2025-08-02 03:15:02,8845.96,9777.93,9555.85,8909.66,6097.16,114469.02
1754090702,2025-08-02 07:25:02,8818.21,9746.33,9492.66,8900.76,6062.05,113712.1
1754095702,2025-08-02 08:48:22,8790.53,9750.55,9501.1,8897.8,6050.39,113813.15
1754110702,2025-08-02 12:58:22,8853.09,9764.75,9529.5,8888.95,6015.55,114153.36
1754115702,2025-08-02 14:21:42,8826.8,9755.16,9510.32,8886.01,6003.98,113923.62
1754125702,2025-08-02 17:08:22,8808.57,9742.82,9485.65,8880.13,5980.91,113628.05
1754135702,2025-08-02 19:55:02,8797.98,9749.6,9499.2,8874.26,5957.92,113790.38
1754145702,2025-08-02 22:41:42,8760.88,9730.04,9460.08,8868.41,5935.03,113321.8
1754150702,2025-08-03 00:05:02,8758.78,9726.06,9452.13,8865.49,5923.61,113226.51
1754155702,2025-08-03 01:28:22,8761.17,9717.43,9434.86,8862.57,5912.22,113019.62
1754160702,2025-08-03 02:51:42,8720.63,9707.81,9415.61,8859.66,5900.85,112789.06
1754160702,2025-08-03 02:51:42,8690.84,9707.81,9415.61,8859.66,5900.85,112789.06
1754165702,2025-08-03 04:15:02,8713.72,9700.58,9401.16,8856.74,5889.5,112616.02
1754170702,2025-08-03 05:38:22,8720.43,9703.37,9406.74,8853.84,5878.17,112682.77
1754170702,2025-08-03 05:38:22,8730.45,9703.37,9406.74,8853.84,5878.17,112682.77
1754175702,2025-08-03 07:01:42,8717.36,9704.15,9408.3,8850.93,5866.87,112701.53
1754175702,2025-08-03 07:01:42,8690.06,9704.15,9408.3,8850.93,5866.87,112701.53
1754180702,2025-08-03 08:25:02,8704.72,9712.28,9424.56,8848.03,5855.58,112896.23
1754180702,2025-08-03 08:25:02,8709.74,9712.28,9424.56,8848.03,5855.58,112896.23
1754185702,2025-08-03 09:48:22,8737.33,9729.36,9458.71,8845.13,5844.32,113305.39
1754190702,2025-08-03 11:11:42,8763.83,9735.48,9470.96,8842.23,5833.08,113452.04
1754215702,2025-08-03 18:08:22,8771.69,9740.57,9481.15,8827.8,5777.2,113574.13
1754220702,2025-08-03 19:31:42,8782.47,9744.66,9489.32,8824.92,5766.09,113672.0
1754225702,2025-08-03 20:55:02,8785.97,9745.93,9491.85,8822.05,5755.0,113702.36
1754235702,2025-08-03 23:41:42,8778.82,9739.65,9479.3,8816.31,5732.89,113552.05
1754240702,2025-08-04 01:05:02,8782.54,9748.43,9496.86,8813.44,5721.86,113762.32
1754245702,2025-08-04 02:28:22,8802.47,9757.54,9515.07,8810.58,5710.86,113980.53
1754245702,2025-08-04 02:28:22,8807.41,9757.54,9515.07,8810.58,5710.86,113980.53
1754250702,2025-08-04 03:51:42,8809.93,9763.6,9527.2,8807.72,5699.87,114125.75
1754250702,2025-08-04 03:51:42,8821.57,9763.6,9527.2,8807.72,5699.87,114125.75
1754260702,2025-08-04 06:38:22,8847.72,9777.54,9555.07,8802.01,5677.97,114459.66
1754260702,2025-08-04 06:38:22,8836.5,9777.54,9555.07,8802.01,5677.97,114459.66
1754265702,2025-08-04 08:01:42,8838.13,9779.19,9558.38,8799.16,5667.05,114499.32
1754270702,2025-08-04 09:25:02,8861.49,9786.79,9573.59,8796.31,5656.15,114681.49
1754275702,2025-08-04 10:48:22,8871.68,9789.7,9579.41,8793.46,5645.27,114751.17
1754275702,2025-08-04 10:48:22,8867.9,9789.7,9579.41,8793.46,5645.27,114751.17
1754285702,2025-08-04 13:35:02,8872.69,9776.25,9552.5,8787.78,5623.58,114428.88
1754295702,2025-08-04 16:21:42,8865.46,9781.28,9562.56,8782.11,5601.97,114549.36
1754300702,2025-08-04 17:45:02,8854.89,9783.48,9566.95,8779.28,5591.19,114601.96
1754305702,2025-08-04 19:08:22,8840.03,9775.25,9550.51,8776.45,5580.44,114404.98
1754315702,2025-08-04 21:55:02,8851.1,9810.21,9620.42,8770.81,5558.99,115242.44
1754315702,2025-08-04 21:55:02,8872.44,9810.21,9620.42,8770.81,5558.99,115242.44
1754315702,2025-08-04 21:55:02,8896.33,9810.21,9620.42,8770.81,5558.99,115242.44
1754320702,2025-08-04 23:18:22,8890.59,9807.84,9615.69,8767.99,5548.3,115185.78
1754320702,2025-08-04 23:18:22,8878.62,9807.84,9615.69,8767.99,5548.3,115185.78
1754325702,2025-08-05 00:41:42,8906.94,9821.6,9643.19,8765.17,5537.63,115515.25
1754325702,2025-08-05 00:41:42,8929.58,9821.6,9643.19,8765.17,5537.63,115515.25
1754330702,2025-08-05 02:05:02,8921.07,9807.09,9614.17,8762.36,5526.98,115167.64
1754340702,2025-08-05 04:51:42,8887.52,9801.94,9603.87,8756.74,5505.74,115044.26
1754340702,2025-08-05 04:51:42,8886.32,9801.94,9603.87,8756.74,5505.74,115044.26
1754345702,2025-08-05 06:15:02,8912.76,9811.97,9623.93,8753.93,5495.15,115284.54
1754355702,2025-08-05 09:01:42,8888.09,9793.93,9587.86,8748.33,5474.03,114852.41
1754360702,2025-08-05 10:25:02,8880.83,9788.03,9576.06,8745.53,5463.51,114711.09
1754365702,2025-08-05 11:48:22,8856.52,9768.19,9536.38,8742.73,5453.0,114235.75
1754375702,2025-08-05 14:35:02,8850.64,9769.91,9539.81,8737.15,5432.04,114276.89
1754380702,2025-08-05 15:58:22,8835.69,9774.53,9549.06,8734.36,5421.6,114387.6
1754385702,2025-08-05 17:21:42,8840.24,9787.08,9574.16,8731.58,5411.17,114688.31
1754390702,2025-08-05 18:45:02,8888.73,9793.24,9586.49,8728.8,5400.76,114836.02
1754395702,2025-08-05 20:08:22,8864.09,9757.77,9515.54,8726.02,5390.37,113986.17
1754395702,2025-08-05 20:08:22,8815.25,9757.77,9515.54,8726.02,5390.37,113986.17
1754400702,2025-08-05 21:31:42,8825.73,9753.26,9506.52,8723.24,5380.01,113878.01
1754400702,2025-08-05 21:31:42,8855.43,9753.26,9506.52,8723.24,5380.01,113878.01
1754405702,2025-08-05 22:55:02,8806.45,9728.16,9456.31,8720.46,5369.66,113276.64
1754405702,2025-08-05 22:55:02,8799.62,9728.16,9456.31,8720.46,5369.66,113276.64
1754405702,2025-08-05 22:55:02,8777.02,9728.16,9456.31,8720.46,5369.66,113276.64
1754410702,2025-08-06 00:18:22,8753.78,9724.88,9449.75,8717.69,5359.33,113198.05
1754415702,2025-08-06 01:41:42,8761.24,9740.45,9480.91,8714.92,5349.02,113571.26
1754415702,2025-08-06 01:41:42,8787.88,9740.45,9480.91,8714.92,5349.02,113571.26
1754420702,2025-08-06 03:05:02,8814.24,9756.81,9513.61,8712.16,5338.74,113963.05
1754425702,2025-08-06 04:28:22,8794.17,9752.07,9504.15,8709.39,5328.47,113849.67
1754430702,2025-08-06 05:51:42,8788.86,9752.42,9504.85,8706.63,5318.22,113858.01
1754435702,2025-08-06 07:15:02,8795.52,9765.75,9531.49,8703.87,5307.99,114177.2
1754435702,2025-08-06 07:15:02,8806.65,9765.75,9531.49,8703.87,5307.99,114177.2
1754445702,2025-08-06 10:01:42,8800.11,9753.6,9507.2,8698.36,5287.59,113886.19
1754445702,2025-08-06 10:01:42,8798.96,9753.6,9507.2,8698.36,5287.59,113886.19
1754455702,2025-08-06 12:48:22,8783.04,9756.88,9513.75,8692.86,5267.27,113964.69
1754455702,2025-08-06 12:48:22,8810.77,9756.88,9513.75,8692.86,5267.27,113964.69
1754460702,2025-08-06 14:11:42,8815.93,9764.31,9528.62,8690.12,5257.14,114142.82
1754465702,2025-08-06 15:35:02,8822.87,9766.18,9532.35,8687.37,5247.03,114187.49
1754470702,2025-08-06 16:58:22,8827.37,9764.02,9528.03,8684.63,5236.94,114135.75
1754480702,2025-08-06 19:45:02,8825.71,9763.5,9527.0,8679.15,5216.82,114123.4
1754485702,2025-08-06 21:08:22,8824.27,9767.4,9534.81,8676.42,5206.78,114216.91
1754485702,2025-08-06 21:08:22,8815.62,9767.4,9534.81,8676.42,5206.78,114216.91
1754490702,2025-08-06 22:31:42,8831.85,9797.25,9594.5,8673.69,5196.77,114931.95
1754490702,2025-08-06 22:31:42,8840.03,9797.25,9594.5,8673.69,5196.77,114931.95
1754490702,2025-08-06 22:31:42,8852.52,9797.25,9594.5,8673.69,5196.77,114931.95
1754495702,2025-08-06 23:55:02,8875.47,9806.95,9613.91,8670.96,5186.77,115164.45
1754495702,2025-08-06 23:55:02,8881.04,9806.95,9613.91,8670.96,5186.77,115164.45
1754505702,2025-08-07 02:41:42,8887.92,9819.51,9639.03,8665.51,5166.84,115465.39
1754510702,2025-08-07 04:05:02,8891.53,9809.03,9618.07,8662.78,5156.9,115214.28
1754515702,2025-08-07 05:28:22,8888.69,9808.02,9616.03,8660.06,5146.99,115189.9
1754530702,2025-08-07 09:38:22,8888.71,9793.66,9587.33,8651.92,5117.35,114846.03
1754540702,2025-08-07 12:25:02,8875.07,9781.77,9563.54,8646.5,5097.68,114561.09
1754545702,2025-08-07 13:48:22,8879.61,9785.27,9570.54,8643.79,5087.88,114644.95
1754555702,2025-08-07 16:35:02,8891.95,9798.42,9596.84,8638.39,5068.32,114960.0
1754560702,2025-08-07 17:58:22,8893.41,9831.65,9663.29,8635.69,5058.58,115756.06
1754560702,2025-08-07 17:58:22,8905.71,9831.65,9663.29,8635.69,5058.58,115756.06
1754565702,2025-08-07 19:21:42,8917.23,9855.61,9711.22,8632.99,5048.85,116330.2
1754565702,2025-08-07 19:21:42,8922.83,9855.61,9711.22,8632.99,5048.85,116330.2
1754565702,2025-08-07 19:21:42,8923.26,9855.61,9711.22,8632.99,5048.85,116330.2
1754565702,2025-08-07 19:21:42,8923.9,9855.61,9711.22,8632.99,5048.85,116330.2
1754570702,2025-08-07 20:45:02,8926.14,9856.21,9712.42,8630.3,5039.14,116344.55
1754575702,2025-08-07 22:08:22,8930.43,9859.6,9719.21,8627.61,5029.45,116425.83
1754575702,2025-08-07 22:08:22,8932.31,9859.6,9719.21,8627.61,5029.45,116425.83
1754580702,2025-08-07 23:31:42,8935.13,9866.55,9733.11,8624.92,5019.77,116592.37
1754585702,2025-08-08 00:55:02,8935.89,9859.78,9719.57,8622.23,5010.12,116430.18
1754585702,2025-08-08 00:55:02,8941.08,9859.78,9719.57,8622.23,5010.12,116430.18
1754590702,2025-08-08 02:18:22,8943.73,9864.9,9729.8,8619.54,5000.48,116552.68
1754605702,2025-08-08 06:28:22,8946.13,9897.7,9795.4,8611.5,4971.68,117338.51
1754615702,2025-08-08 09:15:02,8946.2,9879.38,9758.75,8606.15,4952.58,116899.54
1754615702,2025-08-08 09:15:02,8946.07,9879.38,9758.75,8606.15,4952.58,116899.54
1754625702,2025-08-08 12:01:42,8946.04,9875.75,9751.51,8600.81,4933.55,116812.78
1754630702,2025-08-08 13:25:02,8946.16,9864.44,9728.88,8598.14,4924.06,116541.67
1754635702,2025-08-08 14:48:22,8947.5,9881.44,9762.88,8595.48,4914.59,116948.97
1754645702,2025-08-08 17:35:02,8948.04,9870.28,9740.57,8590.15,4895.7,116681.71
1754655702,2025-08-08 20:21:42,8949.93,9866.85,9733.7,8584.84,4876.89,116599.41
1754660702,2025-08-08 21:45:02,8950.28,9875.12,9750.23,8582.18,4867.51,116797.47
1754660702,2025-08-08 21:45:02,8950.3,9875.12,9750.23,8582.18,4867.51,116797.47
