timestamp,datetime,omnis_ai_drawdown_pct,hodl_50_50_drawdown_pct,pure_btc_drawdown_pct
1754565702,2025-08-07 19:21:42,-10.83,-1.58,-3.16
1754565702,2025-08-07 19:21:42,-10.77,-1.58,-3.16
1754565702,2025-08-07 19:21:42,-10.77,-1.58,-3.16
1754565702,2025-08-07 19:21:42,-10.76,-1.58,-3.16
1754570702,2025-08-07 20:45:02,-10.74,-1.58,-3.15
1754575702,2025-08-07 22:08:22,-10.7,-1.54,-3.08
1754575702,2025-08-07 22:08:22,-10.68,-1.54,-3.08
1754580702,2025-08-07 23:31:42,-10.65,-1.47,-2.95
1754585702,2025-08-08 00:55:02,-10.64,-1.54,-3.08
1754585702,2025-08-08 00:55:02,-10.59,-1.54,-3.08
1754590702,2025-08-08 02:18:22,-10.56,-1.49,-2.98
1754605702,2025-08-08 06:28:22,-10.54,-1.16,-2.32
1754615702,2025-08-08 09:15:02,-10.54,-1.35,-2.69
1754615702,2025-08-08 09:15:02,-10.54,-1.35,-2.69
1754625702,2025-08-08 12:01:42,-10.54,-1.38,-2.76
1754630702,2025-08-08 13:25:02,-10.54,-1.5,-2.99
1754635702,2025-08-08 14:48:22,-10.53,-1.33,-2.65
1754645702,2025-08-08 17:35:02,-10.52,-1.44,-2.87
1754655702,2025-08-08 20:21:42,-10.5,-1.47,-2.94
1754660702,2025-08-08 21:45:02,-10.5,-1.39,-2.77
1754660702,2025-08-08 21:45:02,-10.5,-1.39,-2.77
1754660702,2025-08-08 21:45:02,-10.5,-1.39,-2.77
1754665702,2025-08-08 23:08:22,-10.5,-1.6,-3.2
1754670702,2025-08-09 00:31:42,-10.48,-1.49,-2.97
1754675702,2025-08-09 01:55:02,-10.47,-1.4,-2.8
1754680702,2025-08-09 03:18:22,-10.47,-1.37,-2.74
1754690702,2025-08-09 06:05:02,-10.47,-1.33,-2.65
1754710702,2025-08-09 11:38:22,-10.47,-1.5,-2.99
1754715702,2025-08-09 13:01:42,-10.46,-1.28,-2.55
1754715702,2025-08-09 13:01:42,-10.46,-1.28,-2.55
1754715702,2025-08-09 13:01:42,-10.46,-1.28,-2.55
1754715702,2025-08-09 13:01:42,-10.46,-1.28,-2.55
1754720702,2025-08-09 14:25:02,-10.46,-1.43,-2.86
1754725702,2025-08-09 15:48:22,-10.46,-1.37,-2.73
1754730702,2025-08-09 17:11:42,-10.46,-1.21,-2.41
1754735702,2025-08-09 18:35:02,-10.45,-1.17,-2.35
1754740702,2025-08-09 19:58:22,-10.45,-1.25,-2.49
1754745702,2025-08-09 21:21:42,-10.46,-1.37,-2.74
1754750702,2025-08-09 22:45:02,-10.46,-1.36,-2.72
1754755702,2025-08-10 00:08:22,-10.46,-1.42,-2.84
1754760702,2025-08-10 01:31:42,-10.46,-1.37,-2.73
1754765702,2025-08-10 02:55:02,-10.46,-1.42,-2.83
1754775702,2025-08-10 05:41:42,-10.45,-1.43,-2.86
1754780702,2025-08-10 07:05:02,-10.44,-1.49,-2.97
1754790702,2025-08-10 09:51:42,-10.44,-1.39,-2.77
1754795702,2025-08-10 11:15:02,-10.44,-0.88,-1.76
1754795702,2025-08-10 11:15:02,-10.43,-0.88,-1.76
1754795702,2025-08-10 11:15:02,-10.43,-0.88,-1.76
1754800702,2025-08-10 12:38:22,-10.43,-0.82,-1.63
1754800702,2025-08-10 12:38:22,-10.43,-0.82,-1.63
1754805702,2025-08-10 14:01:42,-10.43,-0.93,-1.85
1754810702,2025-08-10 15:25:02,-10.43,-1.01,-2.03
1754810702,2025-08-10 15:25:02,-10.43,-1.01,-2.03
1754820702,2025-08-10 18:11:42,-10.43,-0.86,-1.71
1754825702,2025-08-10 19:35:02,-10.43,-0.86,-1.72
1754830702,2025-08-10 20:58:22,-10.43,-0.78,-1.56
1754830702,2025-08-10 20:58:22,-10.43,-0.78,-1.56
1754830702,2025-08-10 20:58:22,-10.43,-0.78,-1.56
1754830702,2025-08-10 20:58:22,-10.43,-0.78,-1.56
1754830702,2025-08-10 20:58:22,-10.43,-0.78,-1.56
1754835702,2025-08-10 22:21:42,-10.43,-0.71,-1.42
1754845702,2025-08-11 01:08:22,-10.43,-0.67,-1.33
1754855702,2025-08-11 03:55:02,-10.43,-0.73,-1.46
1754860702,2025-08-11 05:18:22,-10.43,-0.81,-1.61
1754875702,2025-08-11 09:28:22,-10.43,-0.12,-0.24
1754875702,2025-08-11 09:28:22,-10.43,-0.12,-0.24
1754880702,2025-08-11 10:51:42,-10.99,0.0,0.0
1754900702,2025-08-11 16:25:02,-10.87,0.0,0.0
1754910702,2025-08-11 19:11:42,-11.01,-0.26,-0.51
1754915702,2025-08-11 20:35:02,-11.0,-0.61,-1.21
1754915702,2025-08-11 20:35:02,-11.19,-0.61,-1.21
1754915702,2025-08-11 20:35:02,-11.23,-0.61,-1.21
1754920702,2025-08-11 21:58:22,-11.17,-0.28,-0.56
1754920702,2025-08-11 21:58:22,-10.93,-0.28,-0.56
1754920702,2025-08-11 21:58:22,-10.98,-0.28,-0.56
1754925702,2025-08-11 23:21:42,-10.91,-0.28,-0.56
1754925702,2025-08-11 23:21:42,-10.86,-0.28,-0.56
1754930702,2025-08-12 00:45:02,-10.76,-0.5,-0.99
1754930702,2025-08-12 00:45:02,-10.84,-0.5,-0.99
1754935702,2025-08-12 02:08:22,-11.13,-0.56,-1.11
1754940702,2025-08-12 03:31:42,-10.94,-0.89,-1.77
1754940702,2025-08-12 03:31:42,-11.3,-0.89,-1.77
1754945702,2025-08-12 04:55:02,-11.28,-0.98,-1.95
1754950702,2025-08-12 06:18:22,-11.41,-0.87,-1.73
1754950702,2025-08-12 06:18:22,-11.34,-0.87,-1.73
1754955702,2025-08-12 07:41:42,-11.23,-0.85,-1.7
1754955702,2025-08-12 07:41:42,-11.14,-0.85,-1.7
1754960702,2025-08-12 09:05:02,-11.04,-0.81,-1.61
1754965702,2025-08-12 10:28:22,-11.0,-0.83,-1.64
1754970702,2025-08-12 11:51:42,-11.13,-0.81,-1.62
1754975702,2025-08-12 13:15:02,-11.13,-0.94,-1.86
1754980702,2025-08-12 14:38:22,-11.1,-0.79,-1.57
1754980702,2025-08-12 14:38:22,-10.9,-0.79,-1.57
1754990702,2025-08-12 17:25:02,-11.04,-1.01,-2.01
1754995702,2025-08-12 18:48:22,-11.17,-1.05,-2.08
1755000702,2025-08-12 20:11:42,-11.15,-0.77,-1.54
1755000702,2025-08-12 20:11:42,-10.91,-0.77,-1.54
1755000702,2025-08-12 20:11:42,-10.7,-0.77,-1.54
1755005702,2025-08-12 21:35:02,-10.66,-0.74,-1.47
1755005702,2025-08-12 21:35:02,-10.71,-0.74,-1.47
1755005702,2025-08-12 21:35:02,-10.66,-0.74,-1.47
1755010702,2025-08-12 22:58:22,-10.6,-0.56,-1.11
1755010702,2025-08-12 22:58:22,-10.31,-0.56,-1.11
1755020702,2025-08-13 01:45:02,-10.22,-0.48,-0.96
1755020702,2025-08-13 01:45:02,-10.35,-0.48,-0.96
1755020702,2025-08-13 01:45:02,-10.31,-0.48,-0.96
1755025702,2025-08-13 03:08:22,-10.34,-0.51,-1.01
1755030702,2025-08-13 04:31:42,-10.14,-0.39,-0.78
1755030702,2025-08-13 04:31:42,-9.97,-0.39,-0.78
1755035702,2025-08-13 05:55:02,-10.07,-0.47,-0.94
1755045702,2025-08-13 08:41:42,-9.94,-0.6,-1.2
1755045702,2025-08-13 08:41:42,-10.08,-0.6,-1.2
1755055702,2025-08-13 11:28:22,-10.03,-0.55,-1.1
1755055702,2025-08-13 11:28:22,-10.07,-0.55,-1.1
1755060702,2025-08-13 12:51:42,-10.05,-0.63,-1.25
1755065702,2025-08-13 14:15:02,-10.17,-0.66,-1.31
1755070702,2025-08-13 15:38:22,-9.98,-0.57,-1.12
1755085702,2025-08-13 19:48:22,-9.68,-0.31,-0.63
1755085702,2025-08-13 19:48:22,-9.67,-0.31,-0.63
1755090702,2025-08-13 21:11:42,-9.59,-0.04,-0.07
1755095702,2025-08-13 22:35:02,-9.38,-0.12,-0.23
1755100702,2025-08-13 23:58:22,-9.49,0.0,0.0
1755100702,2025-08-13 23:58:22,-9.29,0.0,0.0
1755115702,2025-08-14 04:08:22,-9.15,0.0,0.0
1755120702,2025-08-14 05:31:42,-9.12,0.0,0.0
1755130702,2025-08-14 08:18:22,-9.08,0.0,0.0
1755145702,2025-08-14 12:28:22,-9.08,-0.06,-0.12
1755150702,2025-08-14 13:51:42,-9.08,-0.59,-1.15
1755150702,2025-08-14 13:51:42,-9.13,-0.59,-1.15
1755155702,2025-08-14 15:15:02,-9.04,-0.59,-1.17
1755155702,2025-08-14 15:15:02,-9.02,-0.59,-1.17
1755160702,2025-08-14 16:38:22,-8.99,-0.56,-1.1
1755165702,2025-08-14 18:01:42,-8.98,-0.77,-1.53
1755170702,2025-08-14 19:25:02,-9.08,-0.96,-1.9
1755175702,2025-08-14 20:48:22,-9.07,-1.7,-3.34
1755175702,2025-08-14 20:48:22,-9.2,-1.7,-3.34
1755175702,2025-08-14 20:48:22,-9.34,-1.7,-3.34
1755175702,2025-08-14 20:48:22,-9.49,-1.7,-3.34
1755175702,2025-08-14 20:48:22,-9.54,-1.7,-3.34
1755180702,2025-08-14 22:11:42,-9.74,-1.68,-3.31
1755180702,2025-08-14 22:11:42,-9.94,-1.68,-3.31
1755180702,2025-08-14 22:11:42,-9.86,-1.68,-3.31
1755180702,2025-08-14 22:11:42,-9.9,-1.68,-3.31
1755180702,2025-08-14 22:11:42,-9.84,-1.68,-3.31
1755185702,2025-08-14 23:35:02,-9.64,-2.1,-4.14
1755185702,2025-08-14 23:35:02,-10.07,-2.1,-4.14
1755185702,2025-08-14 23:35:02,-10.24,-2.1,-4.14
1755190702,2025-08-15 00:58:22,-10.27,-2.12,-4.18
1755195702,2025-08-15 02:21:42,-10.31,-2.11,-4.16
1755200702,2025-08-15 03:45:02,-10.14,-2.06,-4.06
1755200702,2025-08-15 03:45:02,-10.21,-2.06,-4.06
1755205702,2025-08-15 05:08:22,-10.15,-2.18,-4.3
1755210702,2025-08-15 06:31:42,-10.08,-2.02,-3.98
