timestamp,datetime,omnis_ai_drawdown_pct,hodl_50_50_drawdown_pct,pure_btc_drawdown_pct
1752790702,2025-07-18 06:18:22,-4.13,0.0,0.0
1752810702,2025-07-18 11:51:42,-4.85,0.0,0.0
1752820702,2025-07-18 14:38:22,-4.79,-0.03,-0.07
1752850702,2025-07-18 22:58:22,-5.27,-0.72,-1.44
1752870702,2025-07-19 04:31:42,-5.72,-0.72,-1.45
1752935702,2025-07-19 22:35:02,-5.81,-0.87,-1.75
1752995702,2025-07-20 15:15:02,-5.95,-0.82,-1.64
1753030702,2025-07-21 00:58:22,-5.39,-0.72,-1.44
1753050702,2025-07-21 06:31:42,-5.75,-0.83,-1.66
1753070702,2025-07-21 12:05:02,-5.4,-0.63,-1.26
1753100702,2025-07-21 20:25:02,-5.48,-0.79,-1.57
1753110702,2025-07-21 23:11:42,-5.05,-0.67,-1.33
1753135702,2025-07-22 06:08:22,-6.61,-0.92,-1.85
1753160702,2025-07-22 13:05:02,-6.74,-1.22,-2.44
1753170702,2025-07-22 15:51:42,-6.5,-0.9,-1.79
1753190702,2025-07-22 21:25:02,-6.24,-0.9,-1.79
1753195702,2025-07-22 22:48:22,-6.25,-0.47,-0.94
1753210702,2025-07-23 02:58:22,-6.14,-0.32,-0.64
1753240702,2025-07-23 11:18:22,-6.17,-0.64,-1.27
1753260702,2025-07-23 16:51:42,-6.2,-0.84,-1.67
1753275702,2025-07-23 21:01:42,-6.19,-0.9,-1.8
1753285702,2025-07-23 23:48:22,-6.14,-0.86,-1.72
1753295702,2025-07-24 02:35:02,-6.13,-0.74,-1.48
1753300702,2025-07-24 03:58:22,-6.04,-0.93,-1.86
1753305702,2025-07-24 05:21:42,-6.09,-0.84,-1.67
1753310702,2025-07-24 06:45:02,-6.02,-0.63,-1.25
1753320702,2025-07-24 09:31:42,-5.91,-0.55,-1.1
1753335702,2025-07-24 13:41:42,-5.94,-0.81,-1.62
1753340702,2025-07-24 15:05:02,-5.98,-0.78,-1.55
1753345702,2025-07-24 16:28:22,-5.9,-0.54,-1.09
1753345702,2025-07-24 16:28:22,-5.82,-0.54,-1.09
1753350702,2025-07-24 17:51:42,-5.82,-0.78,-1.56
1753355702,2025-07-24 19:15:02,-5.81,-0.57,-1.15
1753360702,2025-07-24 20:38:22,-5.77,-0.58,-1.16
1753365702,2025-07-24 22:01:42,-5.72,-0.5,-1.0
1753365702,2025-07-24 22:01:42,-5.72,-0.5,-1.0
1753370702,2025-07-24 23:25:02,-6.93,-0.42,-0.85
1753370702,2025-07-24 23:25:02,-6.83,-0.42,-0.85
1753375702,2025-07-25 00:48:22,-6.76,-0.42,-0.84
1753375702,2025-07-25 00:48:22,-6.96,-0.42,-0.84
1753380702,2025-07-25 02:11:42,-6.6,-0.42,-0.83
1753380702,2025-07-25 02:11:42,-6.6,-0.42,-0.83
1753385702,2025-07-25 03:35:02,-6.59,-0.5,-1.01
1753395702,2025-07-25 06:21:42,-6.81,-0.76,-1.53
1753400702,2025-07-25 07:45:02,-6.87,-0.86,-1.71
1753405702,2025-07-25 09:08:22,-7.22,-1.02,-2.03
1753410702,2025-07-25 10:31:42,-7.32,-1.32,-2.63
1753415702,2025-07-25 11:55:02,-8.84,-1.51,-3.01
1753425702,2025-07-25 14:41:42,-8.76,-1.37,-2.74
1753430702,2025-07-25 16:05:02,-8.74,-1.42,-2.84
1753435702,2025-07-25 17:28:22,-8.68,-1.33,-2.65
1753445702,2025-07-25 20:15:02,-8.64,-1.47,-2.93
1753455702,2025-07-25 23:01:42,-8.73,-1.87,-3.73
1753460702,2025-07-26 00:25:02,-8.88,-1.61,-3.21
1753460702,2025-07-26 00:25:02,-8.79,-1.61,-3.21
1753465702,2025-07-26 01:48:22,-8.66,-1.55,-3.1
1753465702,2025-07-26 01:48:22,-8.57,-1.55,-3.1
1753475702,2025-07-26 04:35:02,-8.42,-1.28,-2.55
1753480702,2025-07-26 05:58:22,-8.34,-1.26,-2.51
1753495702,2025-07-26 10:08:22,-8.27,-1.07,-2.15
1753510702,2025-07-26 14:18:22,-8.24,-1.13,-2.25
1753520702,2025-07-26 17:05:02,-8.22,-1.07,-2.15
1753530702,2025-07-26 19:51:42,-8.18,-0.92,-1.83
1753550702,2025-07-27 01:25:02,-8.17,-0.85,-1.7
1753565702,2025-07-27 05:35:02,-8.15,-0.83,-1.66
1753575702,2025-07-27 08:21:42,-8.15,-0.9,-1.79
1753605702,2025-07-27 16:41:42,-8.14,-0.89,-1.78
1753620702,2025-07-27 20:51:42,-8.13,-0.84,-1.67
1753640702,2025-07-28 02:25:02,-8.13,-0.47,-0.94
1753650702,2025-07-28 05:11:42,-8.12,-0.53,-1.05
1753655702,2025-07-28 06:35:02,-8.12,-0.34,-0.68
1753665702,2025-07-28 09:21:42,-8.12,-0.44,-0.88
1753670702,2025-07-28 10:45:02,-8.12,-0.31,-0.61
1753675702,2025-07-28 12:08:22,-8.12,-0.35,-0.7
1753685702,2025-07-28 14:55:02,-8.12,-0.51,-1.03
1753690702,2025-07-28 16:18:22,-8.12,-0.44,-0.88
1753695702,2025-07-28 17:41:42,-8.12,-0.53,-1.06
1753700702,2025-07-28 19:05:02,-8.13,-0.56,-1.13
1753705702,2025-07-28 20:28:22,-8.12,-0.54,-1.09
1753710702,2025-07-28 21:51:42,-8.13,-0.85,-1.7
1753710702,2025-07-28 21:51:42,-8.13,-0.85,-1.7
1753710702,2025-07-28 21:51:42,-8.13,-0.85,-1.7
1753715702,2025-07-28 23:15:02,-8.12,-0.84,-1.68
1753715702,2025-07-28 23:15:02,-8.12,-0.84,-1.68
1753720702,2025-07-29 00:38:22,-8.12,-1.0,-2.0
1753720702,2025-07-29 00:38:22,-8.11,-1.0,-2.0
1753725702,2025-07-29 02:01:42,-8.09,-0.99,-1.98
1753730702,2025-07-29 03:25:02,-8.06,-0.9,-1.79
1753730702,2025-07-29 03:25:02,-8.04,-0.9,-1.79
1753735702,2025-07-29 04:48:22,-8.01,-0.86,-1.71
1753740702,2025-07-29 06:11:42,-7.97,-0.91,-1.82
1753745702,2025-07-29 07:35:02,-7.95,-0.83,-1.67
1753750702,2025-07-29 08:58:22,-7.94,-0.85,-1.69
1753755702,2025-07-29 10:21:42,-7.9,-0.92,-1.83
1753755702,2025-07-29 10:21:42,-7.88,-0.92,-1.83
1753760702,2025-07-29 11:45:02,-7.86,-0.76,-1.52
1753760702,2025-07-29 11:45:02,-7.85,-0.76,-1.52
1753770702,2025-07-29 14:31:42,-7.85,-0.6,-1.2
1753775702,2025-07-29 15:55:02,-7.85,-0.51,-1.02
1753780702,2025-07-29 17:18:22,-7.85,-0.55,-1.09
1753785702,2025-07-29 18:41:42,-7.85,-0.71,-1.42
1753790702,2025-07-29 20:05:02,-7.85,-0.58,-1.16
1753795702,2025-07-29 21:28:22,-7.85,-0.83,-1.67
1753800702,2025-07-29 22:51:42,-7.85,-0.81,-1.62
1753800702,2025-07-29 22:51:42,-9.83,-0.81,-1.62
1753805702,2025-07-30 00:15:02,-10.72,-0.94,-1.88
1753805702,2025-07-30 00:15:02,-10.78,-0.94,-1.88
1753810702,2025-07-30 01:38:22,-10.72,-0.97,-1.94
1753815702,2025-07-30 03:01:42,-10.77,-1.03,-2.07
1753820702,2025-07-30 04:25:02,-10.83,-1.12,-2.23
1753830702,2025-07-30 07:11:42,-10.72,-0.97,-1.94
1753835702,2025-07-30 08:35:02,-10.76,-1.0,-2.0
1753840702,2025-07-30 09:58:22,-10.63,-0.9,-1.8
1753845702,2025-07-30 11:21:42,-10.56,-0.81,-1.61
1753850702,2025-07-30 12:45:02,-10.55,-0.92,-1.84
1753855702,2025-07-30 14:08:22,-10.47,-0.78,-1.56
1753865702,2025-07-30 16:55:02,-10.47,-0.86,-1.72
1753870702,2025-07-30 18:18:22,-10.48,-0.89,-1.77
1753875702,2025-07-30 19:41:42,-10.47,-0.98,-1.96
1753875702,2025-07-30 19:41:42,-10.49,-0.98,-1.96
1753875702,2025-07-30 19:41:42,-10.57,-0.98,-1.96
1753880702,2025-07-30 21:05:02,-10.45,-0.99,-1.97
1753880702,2025-07-30 21:05:02,-10.47,-0.99,-1.97
1753885702,2025-07-30 22:28:22,-10.36,-0.75,-1.5
1753885702,2025-07-30 22:28:22,-10.3,-0.75,-1.5
1753885702,2025-07-30 22:28:22,-10.18,-0.75,-1.5
1753890702,2025-07-30 23:51:42,-10.24,-0.92,-1.83
1753890702,2025-07-30 23:51:42,-10.27,-0.92,-1.83
1753895702,2025-07-31 01:15:02,-10.25,-0.92,-1.83
1753900702,2025-07-31 02:38:22,-10.27,-1.35,-2.69
1753900702,2025-07-31 02:38:22,-10.37,-1.35,-2.69
1753900702,2025-07-31 02:38:22,-10.53,-1.35,-2.69
1753905702,2025-07-31 04:01:42,-10.46,-1.2,-2.4
1753915702,2025-07-31 06:48:22,-10.34,-1.07,-2.14
1753920702,2025-07-31 08:11:42,-10.11,-0.82,-1.63
1753920702,2025-07-31 08:11:42,-10.08,-0.82,-1.63
1753920702,2025-07-31 08:11:42,-10.05,-0.82,-1.63
1753930702,2025-07-31 10:58:22,-9.99,-0.76,-1.53
1753945702,2025-07-31 15:08:22,-9.93,-0.66,-1.31
1753945702,2025-07-31 15:08:22,-9.91,-0.66,-1.31
1753955702,2025-07-31 17:55:02,-9.91,-0.68,-1.37
1753965702,2025-07-31 20:41:42,-9.95,-0.86,-1.72
1753970702,2025-07-31 22:05:02,-9.97,-0.89,-1.78
1753975702,2025-07-31 23:28:22,-9.98,-0.8,-1.59
1753980702,2025-08-01 00:51:42,-9.84,-0.96,-1.91
1753980702,2025-08-01 00:51:42,-9.98,-0.96,-1.91
1753985702,2025-08-01 02:15:02,-9.97,-1.01,-2.02
1753985702,2025-08-01 02:15:02,-9.95,-1.01,-2.02
1753990702,2025-08-01 03:38:22,-10.19,-1.29,-2.58
1754000702,2025-08-01 06:25:02,-10.37,-1.44,-2.87
1754005702,2025-08-01 07:48:22,-10.4,-1.7,-3.4
1754005702,2025-08-01 07:48:22,-10.55,-1.7,-3.4
1754010702,2025-08-01 09:11:42,-10.88,-1.93,-3.85
1754010702,2025-08-01 09:11:42,-10.91,-1.93,-3.85
1754015702,2025-08-01 10:35:02,-11.02,-1.79,-3.57
1754015702,2025-08-01 10:35:02,-10.82,-1.79,-3.57
1754025702,2025-08-01 13:21:42,-10.86,-1.89,-3.78
1754030702,2025-08-01 14:45:02,-10.95,-1.98,-3.94
1754030702,2025-08-01 14:45:02,-11.07,-1.98,-3.94
1754040702,2025-08-01 17:31:42,-11.14,-2.02,-4.04
1754050702,2025-08-01 20:18:22,-11.11,-1.82,-3.64
1754050702,2025-08-01 20:18:22,-10.85,-1.82,-3.64
1754055702,2025-08-01 21:41:42,-10.72,-1.99,-3.98
1754055702,2025-08-01 21:41:42,-10.96,-1.99,-3.98
1754055702,2025-08-01 21:41:42,-11.17,-1.99,-3.98
1754060702,2025-08-01 23:05:02,-10.7,-2.05,-4.1
1754060702,2025-08-01 23:05:02,-10.8,-2.05,-4.1
1754060702,2025-08-01 23:05:02,-11.06,-2.05,-4.1
1754065702,2025-08-02 00:28:22,-10.67,-2.11,-4.21
1754065702,2025-08-02 00:28:22,-10.96,-2.11,-4.21
1754070702,2025-08-02 01:51:42,-11.33,-2.27,-4.53
1754075702,2025-08-02 03:15:02,-11.54,-2.36,-4.71
1754090702,2025-08-02 07:25:02,-11.82,-2.68,-5.34
1754095702,2025-08-02 08:48:22,-12.09,-2.63,-5.26
1754110702,2025-08-02 12:58:22,-11.47,-2.49,-4.98
1754115702,2025-08-02 14:21:42,-11.73,-2.59,-5.17
1754125702,2025-08-02 17:08:22,-11.91,-2.71,-5.41
1754135702,2025-08-02 19:55:02,-12.02,-2.64,-5.28
1754145702,2025-08-02 22:41:42,-12.39,-2.84,-5.67
1754150702,2025-08-03 00:05:02,-12.41,-2.88,-5.75
1754155702,2025-08-03 01:28:22,-12.39,-2.96,-5.92
1754160702,2025-08-03 02:51:42,-12.79,-3.06,-6.11
1754160702,2025-08-03 02:51:42,-13.09,-3.06,-6.11
1754165702,2025-08-03 04:15:02,-12.86,-3.13,-6.26
1754170702,2025-08-03 05:38:22,-12.8,-3.1,-6.2
1754170702,2025-08-03 05:38:22,-12.7,-3.1,-6.2
1754175702,2025-08-03 07:01:42,-12.83,-3.1,-6.18
1754175702,2025-08-03 07:01:42,-13.1,-3.1,-6.18
1754180702,2025-08-03 08:25:02,-12.95,-3.02,-6.02
1754180702,2025-08-03 08:25:02,-12.9,-3.02,-6.02
1754185702,2025-08-03 09:48:22,-12.63,-2.84,-5.68
1754190702,2025-08-03 11:11:42,-12.36,-2.78,-5.56
1754215702,2025-08-03 18:08:22,-12.28,-2.73,-5.46
1754220702,2025-08-03 19:31:42,-12.18,-2.69,-5.38
1754225702,2025-08-03 20:55:02,-12.14,-2.68,-5.35
1754235702,2025-08-03 23:41:42,-12.21,-2.74,-5.48
1754240702,2025-08-04 01:05:02,-12.17,-2.65,-5.3
1754245702,2025-08-04 02:28:22,-11.98,-2.56,-5.12
1754245702,2025-08-04 02:28:22,-11.93,-2.56,-5.12
1754250702,2025-08-04 03:51:42,-11.9,-2.5,-5.0
1754250702,2025-08-04 03:51:42,-11.78,-2.5,-5.0
1754260702,2025-08-04 06:38:22,-11.52,-2.36,-4.72
1754260702,2025-08-04 06:38:22,-11.63,-2.36,-4.72
1754265702,2025-08-04 08:01:42,-11.62,-2.35,-4.69
1754270702,2025-08-04 09:25:02,-11.39,-2.27,-4.54
1754275702,2025-08-04 10:48:22,-11.28,-2.24,-4.48
1754275702,2025-08-04 10:48:22,-11.32,-2.24,-4.48
1754285702,2025-08-04 13:35:02,-11.27,-2.38,-4.75
1754295702,2025-08-04 16:21:42,-11.35,-2.33,-4.65
1754300702,2025-08-04 17:45:02,-11.45,-2.3,-4.6
1754305702,2025-08-04 19:08:22,-11.6,-2.39,-4.77
1754315702,2025-08-04 21:55:02,-11.49,-2.04,-4.07
1754315702,2025-08-04 21:55:02,-11.28,-2.04,-4.07
1754315702,2025-08-04 21:55:02,-11.04,-2.04,-4.07
1754320702,2025-08-04 23:18:22,-11.09,-2.06,-4.12
1754320702,2025-08-04 23:18:22,-11.21,-2.06,-4.12
1754325702,2025-08-05 00:41:42,-10.93,-1.92,-3.84
1754325702,2025-08-05 00:41:42,-10.7,-1.92,-3.84
1754330702,2025-08-05 02:05:02,-10.79,-2.07,-4.13
1754340702,2025-08-05 04:51:42,-11.12,-2.12,-4.23
1754340702,2025-08-05 04:51:42,-11.14,-2.12,-4.23
1754345702,2025-08-05 06:15:02,-10.87,-2.02,-4.03
1754355702,2025-08-05 09:01:42,-11.12,-2.2,-4.39
1754360702,2025-08-05 10:25:02,-11.19,-2.26,-4.51
1754365702,2025-08-05 11:48:22,-11.43,-2.46,-4.91
1754375702,2025-08-05 14:35:02,-11.49,-2.44,-4.87
1754380702,2025-08-05 15:58:22,-11.64,-2.39,-4.78
1754385702,2025-08-05 17:21:42,-11.6,-2.27,-4.53
1754390702,2025-08-05 18:45:02,-11.11,-2.21,-4.41
1754395702,2025-08-05 20:08:22,-11.36,-2.56,-5.11
1754395702,2025-08-05 20:08:22,-11.85,-2.56,-5.11
1754400702,2025-08-05 21:31:42,-11.74,-2.61,-5.2
1754400702,2025-08-05 21:31:42,-11.45,-2.61,-5.2
1754405702,2025-08-05 22:55:02,-11.94,-2.86,-5.71
1754405702,2025-08-05 22:55:02,-12.0,-2.86,-5.71
1754405702,2025-08-05 22:55:02,-12.23,-2.86,-5.71
1754410702,2025-08-06 00:18:22,-12.46,-2.89,-5.77
1754415702,2025-08-06 01:41:42,-12.39,-2.73,-5.46
1754415702,2025-08-06 01:41:42,-12.12,-2.73,-5.46
1754420702,2025-08-06 03:05:02,-11.86,-2.57,-5.13
1754425702,2025-08-06 04:28:22,-12.06,-2.62,-5.23
1754430702,2025-08-06 05:51:42,-12.11,-2.61,-5.22
1754435702,2025-08-06 07:15:02,-12.04,-2.48,-4.96
1754435702,2025-08-06 07:15:02,-11.93,-2.48,-4.96
1754445702,2025-08-06 10:01:42,-12.0,-2.6,-5.2
1754445702,2025-08-06 10:01:42,-12.01,-2.6,-5.2
1754455702,2025-08-06 12:48:22,-12.17,-2.57,-5.13
1754455702,2025-08-06 12:48:22,-11.89,-2.57,-5.13
1754460702,2025-08-06 14:11:42,-11.84,-2.5,-4.98
1754465702,2025-08-06 15:35:02,-11.77,-2.48,-4.95
1754470702,2025-08-06 16:58:22,-11.73,-2.5,-4.99
1754480702,2025-08-06 19:45:02,-11.74,-2.5,-5.0
1754485702,2025-08-06 21:08:22,-11.76,-2.46,-4.92
1754485702,2025-08-06 21:08:22,-11.84,-2.46,-4.92
1754490702,2025-08-06 22:31:42,-11.68,-2.17,-4.33
1754490702,2025-08-06 22:31:42,-11.6,-2.17,-4.33
1754490702,2025-08-06 22:31:42,-11.47,-2.17,-4.33
1754495702,2025-08-06 23:55:02,-11.25,-2.07,-4.13
1754495702,2025-08-06 23:55:02,-11.19,-2.07,-4.13
1754505702,2025-08-07 02:41:42,-11.12,-1.94,-3.88
1754510702,2025-08-07 04:05:02,-11.08,-2.05,-4.09
1754515702,2025-08-07 05:28:22,-11.11,-2.06,-4.11
1754530702,2025-08-07 09:38:22,-11.11,-2.2,-4.4
1754540702,2025-08-07 12:25:02,-11.25,-2.32,-4.64
1754545702,2025-08-07 13:48:22,-11.2,-2.29,-4.57
1754555702,2025-08-07 16:35:02,-11.08,-2.16,-4.3
1754560702,2025-08-07 17:58:22,-11.07,-1.82,-3.64
1754560702,2025-08-07 17:58:22,-10.94,-1.82,-3.64
