timestamp,datetime,lp_value_usdc,hodl_value_usdc,il_pct
1760595702,2025-10-16 14:21:42,5145.00,9640.59,-46.6319
1760600702,2025-10-16 15:45:02,5031.00,9607.30,-47.6336
1760605702,2025-10-16 17:08:22,5010.00,9639.20,-48.0247
1760605702,2025-10-16 17:08:22,5064.00,9639.20,-47.4645
1760605702,2025-10-16 17:08:22,5143.00,9639.20,-46.6449
1760610702,2025-10-16 18:31:42,5112.00,9640.13,-46.9717
1760610702,2025-10-16 18:31:42,5172.00,9640.13,-46.3493
1760610702,2025-10-16 18:31:42,5180.00,9640.13,-46.2663
1760615702,2025-10-16 19:55:02,5303.00,9654.53,-45.0724
1760620702,2025-10-16 21:18:22,5124.00,9619.76,-46.7346
1760620702,2025-10-16 21:18:22,5135.00,9619.76,-46.6203
1760625702,2025-10-16 22:41:42,5045.00,9601.77,-47.4576
1760625702,2025-10-16 22:41:42,5074.00,9601.77,-47.1556
1760625702,2025-10-16 22:41:42,5058.00,9601.77,-47.3222
1761060702,2025-10-21 23:31:42,8298.00,9712.61,-14.5646
1761420702,2025-10-26 03:31:42,5017.00,9641.52,-47.9646
1761440702,2025-10-26 09:05:02,5021.00,9644.77,-47.9407
1761470702,2025-10-26 17:25:02,5008.00,9666.65,-48.1930
1761470702,2025-10-26 17:25:02,5113.00,9666.65,-47.1068
1761480702,2025-10-26 20:11:42,5366.00,9723.93,-44.8165
1761490702,2025-10-26 22:58:22,5385.00,9723.93,-44.6211
1761510702,2025-10-27 04:31:42,5364.00,9721.10,-44.8210
1761515702,2025-10-27 05:55:02,5364.00,9749.03,-44.9791
1761520702,2025-10-27 07:18:22,5459.00,9759.97,-44.0674
1761525702,2025-10-27 08:41:42,5512.00,9777.13,-43.6235
1761530702,2025-10-27 10:05:02,5654.00,9784.30,-42.2136
1761535702,2025-10-27 11:28:22,5613.00,9786.69,-42.6466
1761545702,2025-10-27 14:15:02,5700.00,9820.32,-41.9571
1761550702,2025-10-27 15:38:22,5745.00,9806.36,-41.4156
1761555702,2025-10-27 17:01:42,5687.00,9791.96,-41.9218
1761555702,2025-10-27 17:01:42,5646.00,9791.96,-42.3405
1761555702,2025-10-27 17:01:42,5617.00,9791.96,-42.6366
1761565702,2025-10-27 19:48:22,5609.00,9785.74,-42.6819
1761570702,2025-10-27 21:11:42,5603.00,9796.76,-42.8076
1761575702,2025-10-27 22:35:02,5541.00,9778.56,-43.3352
1761580702,2025-10-27 23:58:22,5642.00,9799.64,-42.4264
1761585702,2025-10-28 01:21:42,5691.00,9805.88,-41.9634
1762290702,2025-11-05 05:11:42,5049.00,9141.04,-44.7656
1762290702,2025-11-05 05:11:42,5016.00,9141.04,-45.1266
1762295702,2025-11-05 06:35:02,4987.00,9212.46,-45.8668
1762295702,2025-11-05 06:35:02,5070.00,9212.46,-44.9658
1762295702,2025-11-05 06:35:02,5095.00,9212.46,-44.6945
1762295702,2025-11-05 06:35:02,5185.00,9212.46,-43.7175
1762295702,2025-11-05 06:35:02,5094.00,9212.46,-44.7053
1762295702,2025-11-05 06:35:02,5083.00,9212.46,-44.8247
1762295702,2025-11-05 06:35:02,5157.00,9212.46,-44.0215
1762300702,2025-11-05 07:58:22,5097.00,9194.38,-44.5640
1762300702,2025-11-05 07:58:22,5176.00,9194.38,-43.7048
1762300702,2025-11-05 07:58:22,5099.00,9194.38,-44.5422
1762300702,2025-11-05 07:58:22,5078.00,9194.38,-44.7706
1762305702,2025-11-05 09:21:42,5125.00,9216.25,-44.3917
1762310702,2025-11-05 10:45:02,5090.00,9244.17,-44.9383
1762310702,2025-11-05 10:45:02,5095.00,9244.17,-44.8842
1762310702,2025-11-05 10:45:02,5190.00,9244.17,-43.8565
1762310702,2025-11-05 10:45:02,5145.00,9244.17,-44.3433
1762310702,2025-11-05 10:45:02,5183.00,9244.17,-43.9322
1762310702,2025-11-05 10:45:02,5194.00,9244.17,-43.8132
1762315702,2025-11-05 12:08:22,5258.00,9250.97,-43.1627
1762315702,2025-11-05 12:08:22,5268.00,9250.97,-43.0546
1762315702,2025-11-05 12:08:22,5206.00,9250.97,-43.7248
1762320702,2025-11-05 13:31:42,5280.00,9234.42,-42.8226
1762320702,2025-11-05 13:31:42,5230.00,9234.42,-43.3641
1762325702,2025-11-05 14:55:02,5251.00,9239.93,-43.1705
1762330702,2025-11-05 16:18:22,5232.00,9235.27,-43.3476
1762330702,2025-11-05 16:18:22,5144.00,9235.27,-44.3005
1762330702,2025-11-05 16:18:22,5192.00,9235.27,-43.7807
1762330702,2025-11-05 16:18:22,5201.00,9235.27,-43.6833
1762335702,2025-11-05 17:41:42,5227.00,9234.42,-43.3965
1762335702,2025-11-05 17:41:42,5218.00,9234.42,-43.4940
1762340702,2025-11-05 19:05:02,5209.00,9236.11,-43.6018
1762340702,2025-11-05 19:05:02,5163.00,9236.11,-44.0999
1762340702,2025-11-05 19:05:02,5187.00,9236.11,-43.8400
1762345702,2025-11-05 20:28:22,5253.00,9272.70,-43.3498
1762345702,2025-11-05 20:28:22,5313.00,9272.70,-42.7028
1762350702,2025-11-05 21:51:42,5334.00,9265.02,-42.4286
1762350702,2025-11-05 21:51:42,5395.00,9265.02,-41.7702
1762350702,2025-11-05 21:51:42,5341.00,9265.02,-42.3530
1762355702,2025-11-05 23:15:02,5437.00,9310.46,-41.6033
1762355702,2025-11-05 23:15:02,5397.00,9310.46,-42.0330
1762355702,2025-11-05 23:15:02,5428.00,9310.46,-41.7000
1762355702,2025-11-05 23:15:02,5492.00,9310.46,-41.0126
1762360702,2025-11-06 00:38:22,5466.00,9317.80,-41.3381
1762360702,2025-11-06 00:38:22,5527.00,9317.80,-40.6834
1762360702,2025-11-06 00:38:22,5513.00,9317.80,-40.8337
1762365702,2025-11-06 02:01:42,5562.00,9333.80,-40.4101
1762365702,2025-11-06 02:01:42,5583.00,9333.80,-40.1851
1762370702,2025-11-06 03:25:02,5606.00,9336.84,-39.9582
1762370702,2025-11-06 03:25:02,5590.00,9336.84,-40.1296
1762375702,2025-11-06 04:48:22,5574.00,9313.05,-40.1485
1762375702,2025-11-06 04:48:22,5559.00,9313.05,-40.3096
1762380702,2025-11-06 06:11:42,5498.00,9319.52,-41.0056
1762385702,2025-11-06 07:35:02,5550.00,9319.96,-40.4504
1762385702,2025-11-06 07:35:02,5567.00,9319.96,-40.2680
1762390702,2025-11-06 08:58:22,5496.00,9303.57,-40.9259
1762390702,2025-11-06 08:58:22,5477.00,9303.57,-41.1301
1762390702,2025-11-06 08:58:22,5398.00,9303.57,-41.9793
1762395702,2025-11-06 10:21:42,5461.00,9306.15,-41.3184
1762395702,2025-11-06 10:21:42,5444.00,9306.15,-41.5011
1762400702,2025-11-06 11:45:02,5501.00,9320.82,-40.9816
1762400702,2025-11-06 11:45:02,5532.00,9320.82,-40.6490
1762405702,2025-11-06 13:08:22,5496.00,9298.41,-40.8931
1762405702,2025-11-06 13:08:22,5449.00,9298.41,-41.3986
1762410702,2025-11-06 14:31:42,5480.00,9302.71,-41.0924
1762410702,2025-11-06 14:31:42,5471.00,9302.71,-41.1892
1762415702,2025-11-06 15:55:02,5409.00,9298.41,-41.8288
1762415702,2025-11-06 15:55:02,5473.00,9298.41,-41.1405
1762415702,2025-11-06 15:55:02,5447.00,9298.41,-41.4201
1762420702,2025-11-06 17:18:22,5437.00,9282.11,-41.4250
1762420702,2025-11-06 17:18:22,5428.00,9282.11,-41.5219
1762425702,2025-11-06 18:41:42,5414.00,9292.83,-41.7400
1762425702,2025-11-06 18:41:42,5391.00,9292.83,-41.9875
1762430702,2025-11-06 20:05:02,5428.00,9266.30,-41.4221
1762430702,2025-11-06 20:05:02,5398.00,9266.30,-41.7459
1762435702,2025-11-06 21:28:22,5357.00,9279.97,-42.2735
1762435702,2025-11-06 21:28:22,5477.00,9279.97,-40.9804
1762435702,2025-11-06 21:28:22,5468.00,9279.97,-41.0774
1762440702,2025-11-06 22:51:42,5404.00,9259.05,-41.6355
1762440702,2025-11-06 22:51:42,5355.00,9259.05,-42.1647
1762440702,2025-11-06 22:51:42,5315.00,9259.05,-42.5967
1762440702,2025-11-06 22:51:42,5313.00,9259.05,-42.6183
1762440702,2025-11-06 22:51:42,5247.00,9259.05,-43.3311
1762440702,2025-11-06 22:51:42,5331.00,9259.05,-42.4239
1762445702,2025-11-07 00:15:02,5273.00,9194.80,-42.6524
1762445702,2025-11-07 00:15:02,5213.00,9194.80,-43.3049
1762445702,2025-11-07 00:15:02,5239.00,9194.80,-43.0222
1762445702,2025-11-07 00:15:02,5242.00,9194.80,-42.9895
1762445702,2025-11-07 00:15:02,5168.00,9194.80,-43.7943
1762445702,2025-11-07 00:15:02,5025.00,9194.80,-45.3496
1762450702,2025-11-07 01:38:22,5075.00,9213.30,-44.9166
1762450702,2025-11-07 01:38:22,5087.00,9213.30,-44.7863
1762450702,2025-11-07 01:38:22,5116.00,9213.30,-44.4716
1762450702,2025-11-07 01:38:22,5144.00,9213.30,-44.1677
1762450702,2025-11-07 01:38:22,5195.00,9213.30,-43.6141
1762455702,2025-11-07 03:01:42,5144.00,9221.74,-44.2187
1762455702,2025-11-07 03:01:42,5227.00,9221.74,-43.3187
1762455702,2025-11-07 03:01:42,5211.00,9221.74,-43.4922
1762455702,2025-11-07 03:01:42,5202.00,9221.74,-43.5898
1762460702,2025-11-07 04:25:02,5156.00,9207.83,-44.0042
1763165702,2025-11-15 08:15:02,4993.00,8956.46,-44.2525
1763165702,2025-11-15 08:15:02,5114.00,8956.46,-42.9015
1763165702,2025-11-15 08:15:02,5076.00,8956.46,-43.3258
1763170702,2025-11-15 09:38:22,5102.00,8978.68,-43.1765
1763170702,2025-11-15 09:38:22,5107.00,8978.68,-43.1208
1763170702,2025-11-15 09:38:22,5206.00,8978.68,-42.0182
1763175702,2025-11-15 11:01:42,5216.00,9002.62,-42.0613
1763175702,2025-11-15 11:01:42,5285.00,9002.62,-41.2949
1763175702,2025-11-15 11:01:42,5385.00,9002.62,-40.1841
1763179550,2025-11-15 12:05:50,5327.00,9001.02,-40.8178
